model,data,pred_len,seq_len,n_features,bit_width,num_params,param_bytes,activation_arena_bytes,peak_ram_bytes,flash_bytes,flops,latency_ms,energy_mj,deploy_16k,deploy_32k,deploy_64k
TQNet,Weather,96,96,21,8,95576,95576,10752,16832,101720,2424576,72.73728,21.60297216,0,1,1
TQNet,Weather,192,96,21,8,107960,107960,12096,20192,114104,2940672,88.22016,26.20138752,0,1,1
TQNet,Weather,336,96,21,8,126536,126536,15120,26240,132680,3714816,111.44448,33.099010559999996,0,1,1
TQNet,Weather,720,96,21,8,176072,176072,23184,42368,182216,5779200,173.376,51.492672,0,0,1
TQNet,Exchange,96,96,8,8,95264,95264,4096,7680,101408,923648,27.709439999999997,8.229703679999998,1,1,1
TQNet,Exchange,192,96,8,8,107648,107648,4608,8960,113792,1120256,33.60768,9.98148096,1,1,1
TQNet,Exchange,336,96,8,8,126224,126224,5760,11264,132368,1415168,42.45504,12.609146879999999,1,1,1
TQNet,Exchange,720,96,8,8,175760,175760,8832,17408,181904,2201600,66.048,19.616256,0,1,1
TQNet,Electricity,96,96,321,8,102776,102776,164352,228032,108920,37061376,1111.8412799999999,330.21686015999995,0,0,0
TQNet,Electricity,192,96,321,8,115160,115160,184896,279392,121304,44950272,1348.5081599999999,400.50692351999993,0,0,0
TQNet,Electricity,336,96,321,8,133736,133736,231120,371840,139880,56783616,1703.50848,505.94201856,0,0,0
TQNet,Electricity,720,96,321,8,183272,183272,354384,618368,189416,88339200,2650.176,787.102272,0,0,0
TQNet,Traffic,96,96,862,8,115760,115760,441344,608896,121904,99523072,2985.69216,886.75057152,0,0,0
TQNet,Traffic,192,96,862,8,128144,128144,496512,746816,134288,120707584,3621.2275200000004,1075.50457344,0,0,0
TQNet,Traffic,336,96,862,8,146720,146720,620640,995072,152864,152484352,4574.53056,1358.63557632,0,0,0
TQNet,Traffic,720,96,862,8,196256,196256,951648,1657088,202400,237222400,7116.6720000000005,2113.6515839999997,0,0,0
LMS_AutoTSF,ETTh1,96,96,7,8,181318,181318,25920,29312,187462,3699680,110.99040000000001,32.964148800000004,0,1,1
LMS_AutoTSF,ETTh1,192,96,7,8,327334,327334,25920,29984,333478,5733152,171.99455999999998,51.082384319999996,0,0,0
LMS_AutoTSF,ETTh1,336,96,7,8,684598,684598,25920,30992,690742,10718720,321.5616,95.50379519999998,0,0,0
LMS_AutoTSF,ETTh1,720,96,7,8,2448310,2448310,25920,33680,2454454,35367680,1061.0303999999999,315.1260288,0,0,0
LMS_AutoTSF,ETTh2,96,96,7,8,181318,181318,25920,29312,187462,3699680,110.99040000000001,32.964148800000004,0,1,1
LMS_AutoTSF,ETTh2,192,96,7,8,327334,327334,25920,29984,333478,5733152,171.99455999999998,51.082384319999996,0,0,0
LMS_AutoTSF,ETTh2,336,96,7,8,684598,684598,25920,30992,690742,10718720,321.5616,95.50379519999998,0,0,0
LMS_AutoTSF,ETTh2,720,96,7,8,2448310,2448310,25920,33680,2454454,35367680,1061.0303999999999,315.1260288,0,0,0
LMS_AutoTSF,ETTm1,96,96,7,8,181318,181318,25920,29312,187462,3699680,110.99040000000001,32.964148800000004,0,1,1
LMS_AutoTSF,ETTm1,192,96,7,8,327334,327334,25920,29984,333478,5733152,171.99455999999998,51.082384319999996,0,0,0
LMS_AutoTSF,ETTm1,336,96,7,8,684598,684598,25920,30992,690742,10718720,321.5616,95.50379519999998,0,0,0
LMS_AutoTSF,ETTm1,720,96,7,8,2448310,2448310,25920,33680,2454454,35367680,1061.0303999999999,315.1260288,0,0,0
LMS_AutoTSF,ETTm2,96,96,7,8,181318,181318,25920,29312,187462,3699680,110.99040000000001,32.964148800000004,0,1,1
LMS_AutoTSF,ETTm2,192,96,7,8,327334,327334,25920,29984,333478,5733152,171.99455999999998,51.082384319999996,0,0,0
LMS_AutoTSF,ETTm2,336,96,7,8,684598,684598,25920,30992,690742,10718720,321.5616,95.50379519999998,0,0,0
LMS_AutoTSF,ETTm2,720,96,7,8,2448310,2448310,25920,33680,2454454,35367680,1061.0303999999999,315.1260288,0,0,0
LMS_AutoTSF,Weather,96,96,21,8,210242,210242,28608,34688,216386,10914720,327.4416,97.2501552,0,0,1
LMS_AutoTSF,Weather,192,96,21,8,356258,356258,28608,36704,362402,17015136,510.45408000000003,151.60486176,0,0,0
LMS_AutoTSF,Weather,336,96,21,8,713522,713522,28608,39728,719666,31971840,959.1552,284.8690944,0,0,0
LMS_AutoTSF,Weather,720,96,21,8,2477234,2477234,45612,64796,2483378,105918720,3177.5616,943.7357952000001,0,0,0
LMS_AutoTSF,Exchange,96,96,8,8,183384,183384,26112,29696,189528,4215040,126.45120000000001,37.5560064,0,1,1
LMS_AutoTSF,Exchange,192,96,8,8,329400,329400,26112,30464,335544,6539008,196.17024,58.26256127999999,0,0,0
LMS_AutoTSF,Exchange,336,96,8,8,686664,686664,26112,31616,692808,12236800,367.104,109.02988799999999,0,0,0
LMS_AutoTSF,Exchange,720,96,8,8,2450376,2450376,26112,34688,2456520,40407040,1212.2112,360.0267264,0,0,0
LMS_AutoTSF,Electricity,96,96,321,8,830042,830042,143808,207488,836186,165522720,4965.6816,1474.8074352,0,0,0
LMS_AutoTSF,Electricity,192,96,321,8,976058,976058,188748,283244,982202,258771936,7763.15808,2305.65794976,0,0,0
LMS_AutoTSF,Electricity,336,96,321,8,1333322,1333322,327420,468140,1339466,487395840,14621.8752,4342.6969344,0,0,0
LMS_AutoTSF,Electricity,720,96,321,8,3097034,3097034,697212,961196,3103178,1617726720,48531.8016,14413.9450752,0,0,0
LMS_AutoTSF,Traffic,96,96,862,8,1947748,1947748,386176,553728,1953892,444332480,13329.9744,3959.0023967999996,0,0,0
LMS_AutoTSF,Traffic,192,96,862,8,2093764,2093764,506856,757160,2099908,694740032,20842.20096,6190.133685119999,0,0,0
LMS_AutoTSF,Traffic,336,96,862,8,2451028,2451028,879240,1253672,2457172,1308677120,39260.3136,11660.313139200001,0,0,0
LMS_AutoTSF,Traffic,720,96,862,8,4214740,4214740,1872264,2577704,4220884,4344020480,130320.6144,38705.2224768,0,0,0
TimesNet,ETTh1,96,96,7,8,605479,605479,24576,27968,611623,1944576,58.33728,17.32617216,0,0,0
TimesNet,ETTh1,192,96,7,8,614791,614791,39424,43488,620935,2907136,87.21408,25.902581759999997,0,0,0
TimesNet,ETTh1,336,96,7,8,628759,628759,57600,62672,634903,4313856,129.41568,38.436456959999994,0,0,0
TimesNet,ETTh1,720,96,7,8,666007,666007,107520,115280,672151,8062976,241.88928,71.84111616,0,0,0
TimesNet,ETTh2,96,96,7,8,605479,605479,25600,28992,611623,1951616,58.54848,17.388898559999998,0,0,0
TimesNet,ETTh2,192,96,7,8,614791,614791,37120,41184,620935,2882816,86.48448,25.68589056,0,0,0
TimesNet,ETTh2,336,96,7,8,628759,628759,56576,61648,634903,4313856,129.41568,38.436456959999994,0,0,0
TimesNet,ETTh2,720,96,7,8,666007,666007,107136,114896,672151,8055936,241.67808,71.77838976,0,0,0
TimesNet,ETTm1,96,96,7,8,605479,605479,24576,27968,611623,1944576,58.33728,17.32617216,0,0,0
TimesNet,ETTm1,192,96,7,8,614791,614791,43776,47840,620935,2926336,87.79008,26.07365376,0,0,0
TimesNet,ETTm1,336,96,7,8,628759,628759,55680,60752,634903,4290816,128.72448,38.23117056,0,0,0
TimesNet,ETTm1,720,96,7,8,666007,666007,104448,112208,672151,8034816,241.04448,71.59021055999999,0,0,0
TimesNet,ETTm2,96,96,7,8,605479,605479,25088,28480,611623,1955456,58.66368,17.42311296,0,0,0
TimesNet,ETTm2,192,96,7,8,614791,614791,37120,41184,620935,2882816,86.48448,25.68589056,0,0,0
TimesNet,ETTm2,336,96,7,8,628759,628759,59136,64208,634903,4347136,130.41407999999998,38.732981759999994,0,0,0
TimesNet,ETTm2,720,96,7,8,666007,666007,104960,112720,672151,8039936,241.19808,71.63582976000001,0,0,0
TimesNet,Weather,96,96,21,8,606389,606389,27648,33728,612533,2192896,65.78688000000001,19.53870336,0,0,0
TimesNet,Weather,192,96,21,8,615701,615701,38400,46496,621845,3156224,94.68672000000001,28.121955840000002,0,0,0
TimesNet,Weather,336,96,21,8,629669,629669,57600,68720,635813,4621056,138.63168000000002,41.17360896,0,0,0
TimesNet,Weather,720,96,21,8,666917,666917,105600,124784,673061,8546688,256.40064,76.15099008,0,0,0
TimesNet,Exchange,96,96,8,8,605544,605544,27648,31232,611688,1981056,59.43168,17.651208959999998,0,0,0
TimesNet,Exchange,192,96,8,8,614856,614856,37120,41472,621000,2901248,87.03743999999999,25.85011968,0,0,0
TimesNet,Exchange,336,96,8,8,628824,628824,55680,61184,634968,4313856,129.41568,38.436456959999994,0,0,0
TimesNet,Exchange,720,96,8,8,666072,666072,107520,116096,672216,8089344,242.68032,72.07605504,0,0,0
TimesNet,Electricity,96,96,321,8,625889,625889,71392,135072,632033,6791296,203.73888000000002,60.51044736,0,0,0
TimesNet,Electricity,192,96,321,8,635201,635201,106272,200768,641345,8669184,260.07552,77.24242944,0,0,0
TimesNet,Electricity,336,96,321,8,649169,649169,159408,300128,655313,11521536,345.64608000000004,102.65688576,0,0,0
TimesNet,Electricity,720,96,321,8,686417,686417,301104,565088,692561,19138688,574.16064,170.52571008,0,0,0
TimesNet,Traffic,96,96,862,8,661054,661054,174720,342272,667198,15077376,452.32128,134.33942016,0,0,0
TimesNet,Traffic,192,96,862,8,670366,670366,262144,512448,676510,18644736,559.34208,166.12459776,0,0,0
TimesNet,Traffic,336,96,862,8,684334,684334,393120,767552,690478,23990016,719.70048,213.75104256,0,0,0
TimesNet,Traffic,720,96,862,8,721582,721582,742560,1448000,727726,38252416,1147.57248,340.82902656,0,0,0
iTransformer,ETTh1,96,96,7,8,841568,841568,7168,10560,847712,11742752,352.28256000000005,104.62792032,0,0,0
iTransformer,ETTh1,192,96,7,8,866240,866240,7168,11232,872384,12086816,362.60448,107.69353056,0,0,0
iTransformer,ETTh1,336,96,7,8,903248,903248,7728,12800,909392,12602912,378.08736,112.29194591999999,0,0,0
iTransformer,ETTh1,720,96,7,8,1001936,1001936,10416,18176,1008080,13979168,419.37503999999996,124.55438688,0,0,0
iTransformer,ETTh2,96,96,7,8,841568,841568,7168,10560,847712,11742752,352.28256000000005,104.62792032,0,0,0
iTransformer,ETTh2,192,96,7,8,866240,866240,7168,11232,872384,12086816,362.60448,107.69353056,0,0,0
iTransformer,ETTh2,336,96,7,8,903248,903248,7728,12800,909392,12602912,378.08736,112.29194591999999,0,0,0
iTransformer,ETTh2,720,96,7,8,1001936,1001936,10416,18176,1008080,13979168,419.37503999999996,124.55438688,0,0,0
iTransformer,ETTm1,96,96,7,8,841568,841568,7168,10560,847712,11742752,352.28256000000005,104.62792032,0,0,0
iTransformer,ETTm1,192,96,7,8,866240,866240,7168,11232,872384,12086816,362.60448,107.69353056,0,0,0
iTransformer,ETTm1,336,96,7,8,903248,903248,7728,12800,909392,12602912,378.08736,112.29194591999999,0,0,0
iTransformer,ETTm1,720,96,7,8,1001936,1001936,10416,18176,1008080,13979168,419.37503999999996,124.55438688,0,0,0
iTransformer,ETTm2,96,96,7,8,841568,841568,7168,10560,847712,11742752,352.28256000000005,104.62792032,0,0,0
iTransformer,ETTm2,192,96,7,8,866240,866240,7168,11232,872384,12086816,362.60448,107.69353056,0,0,0
iTransformer,ETTm2,336,96,7,8,903248,903248,7728,12800,909392,12602912,378.08736,112.29194591999999,0,0,0
iTransformer,ETTm2,720,96,7,8,1001936,1001936,10416,18176,1008080,13979168,419.37503999999996,124.55438688,0,0,0
iTransformer,Weather,96,96,21,8,841568,841568,21504,27584,847712,35237664,1057.1299199999999,313.96758624,0,0,0
iTransformer,Weather,192,96,21,8,866240,866240,21504,29600,872384,36269856,1088.09568,323.16441696,0,0,0
iTransformer,Weather,336,96,21,8,903248,903248,23184,34304,909392,37818144,1134.54432,336.95966304,0,0,0
iTransformer,Weather,720,96,21,8,1001936,1001936,31248,50432,1008080,41946912,1258.4073600000002,373.74698592,0,0,0
iTransformer,Exchange,96,96,8,8,841568,841568,8192,11776,847712,13420544,402.61632000000003,119.57704704000001,0,0,0
iTransformer,Exchange,192,96,8,8,866240,866240,8192,12544,872384,13813760,414.4128,123.08060160000001,0,0,0
iTransformer,Exchange,336,96,8,8,903248,903248,8832,14336,909392,14403584,432.10752,128.33593344,0,0,0
iTransformer,Exchange,720,96,8,8,1001936,1001936,11904,20480,1008080,15976448,479.29344000000003,142.35015168,0,0,0
iTransformer,Electricity,96,96,321,8,841568,841568,1070856,1134536,847712,541714464,16251.43392,4826.675874240001,0,0,0
iTransformer,Electricity,192,96,321,8,866240,866240,1070856,1165352,872384,557492256,16724.76768,4967.25600096,0,0,0
iTransformer,Electricity,336,96,321,8,903248,903248,1070856,1211576,909392,581158944,17434.76832,5178.12619104,0,0,0
iTransformer,Electricity,720,96,321,8,1001936,1001936,1070856,1334840,1008080,644270112,19328.10336,5740.44669792,0,0,0
iTransformer,Traffic,96,96,862,8,841568,841568,6606368,6773920,847712,1469620352,44088.61056,13094.31733632,0,0,0
iTransformer,Traffic,192,96,862,8,866240,866240,6606368,6856672,872384,1511989376,45359.68128,13471.82534016,0,0,0
iTransformer,Traffic,336,96,862,8,903248,903248,6606368,6980800,909392,1575542912,47266.28736,14038.08734592,0,0,0
iTransformer,Traffic,720,96,862,8,1001936,1001936,6606368,7311808,1008080,1745019008,52350.57024,15548.11936128,0,0,0
MDMLP_EIA,ETTh1,96,96,7,8,1671446,1671446,6048,9440,1677590,23321536,699.64608,207.79488575999997,0,0,0
MDMLP_EIA,ETTh1,192,96,7,8,1723958,1723958,6720,10784,1730102,24086272,722.58816,214.60868352,0,0,0
MDMLP_EIA,ETTh1,336,96,7,8,1802726,1802726,9408,14480,1808870,25233376,757.00128,224.82938015999997,0,0,0
MDMLP_EIA,ETTh1,720,96,7,8,2012774,2012774,20160,27920,2018918,28292320,848.7696,252.0845712,0,0,0
MDMLP_EIA,ETTh2,96,96,7,8,1671446,1671446,6048,9440,1677590,23321536,699.64608,207.79488575999997,0,0,0
MDMLP_EIA,ETTh2,192,96,7,8,1723958,1723958,6720,10784,1730102,24086272,722.58816,214.60868352,0,0,0
MDMLP_EIA,ETTh2,336,96,7,8,1802726,1802726,9408,14480,1808870,25233376,757.00128,224.82938015999997,0,0,0
MDMLP_EIA,ETTh2,720,96,7,8,2012774,2012774,20160,27920,2018918,28292320,848.7696,252.0845712,0,0,0
MDMLP_EIA,ETTm1,96,96,7,8,1671446,1671446,6048,9440,1677590,23321536,699.64608,207.79488575999997,0,0,0
MDMLP_EIA,ETTm1,192,96,7,8,1723958,1723958,6720,10784,1730102,24086272,722.58816,214.60868352,0,0,0
MDMLP_EIA,ETTm1,336,96,7,8,1802726,1802726,9408,14480,1808870,25233376,757.00128,224.82938015999997,0,0,0
MDMLP_EIA,ETTm1,720,96,7,8,2012774,2012774,20160,27920,2018918,28292320,848.7696,252.0845712,0,0,0
MDMLP_EIA,ETTm2,96,96,7,8,1671446,1671446,6048,9440,1677590,23321536,699.64608,207.79488575999997,0,0,0
MDMLP_EIA,ETTm2,192,96,7,8,1723958,1723958,6720,10784,1730102,24086272,722.58816,214.60868352,0,0,0
MDMLP_EIA,ETTm2,336,96,7,8,1802726,1802726,9408,14480,1808870,25233376,757.00128,224.82938015999997,0,0,0
MDMLP_EIA,ETTm2,720,96,7,8,2012774,2012774,20160,27920,2018918,28292320,848.7696,252.0845712,0,0,0
MDMLP_EIA,Weather,96,96,21,8,1672692,1672692,18144,24224,1678836,70133952,2104.01856,624.89351232,0,0,0
MDMLP_EIA,Weather,192,96,21,8,1725204,1725204,20160,28256,1731348,72597504,2177.92512,646.8437606399999,0,0,0
MDMLP_EIA,Weather,336,96,21,8,1803972,1803972,28224,39344,1810116,76292832,2288.78496,679.76913312,0,0,0
MDMLP_EIA,Weather,720,96,21,8,2014020,2014020,60480,79664,2020164,86147040,2584.4112,767.5701263999999,0,0,0
MDMLP_EIA,Exchange,96,96,8,8,1671496,1671496,6912,10496,1677640,26657792,799.73376,237.52092671999998,0,0,0
MDMLP_EIA,Exchange,192,96,8,8,1724008,1724008,7680,12032,1730152,27536384,826.09152,245.34918143999997,0,0,0
MDMLP_EIA,Exchange,336,96,8,8,1802776,1802776,10752,16256,1808920,28854272,865.62816,257.09156351999997,0,0,0
MDMLP_EIA,Exchange,720,96,8,8,2012824,2012824,23040,31616,2018968,32368640,971.0592,288.4045824,0,0,0
MDMLP_EIA,Electricity,96,96,321,8,7080360,7080360,1016928,1080608,7086504,4401901248,132057.03744,39220.940119679995,0,0,0
MDMLP_EIA,Electricity,192,96,321,8,7289544,7289544,1047744,1142240,7295688,4595610624,137868.31871999998,40946.89065983999,0,0,0
MDMLP_EIA,Electricity,336,96,321,8,7603320,7603320,1093968,1234688,7609464,4886174688,146585.24064,43535.81647007999,0,0,0
MDMLP_EIA,Electricity,720,96,321,8,8440056,8440056,1217232,1481216,8446200,5661012192,169830.36576000002,50439.61863072,0,0,0
MDMLP_EIA,Traffic,96,96,862,8,12494146,12494146,4054848,4222400,12500290,18110109696,543303.29088,161361.07739135998,0,0,0
MDMLP_EIA,Traffic,192,96,862,8,12807778,12807778,4137600,4387904,12813922,19078970112,572369.1033600001,169993.62369792,0,0,0
MDMLP_EIA,Traffic,336,96,862,8,13278226,13278226,4261728,4636160,13284370,20532260736,615967.8220800001,182942.44315776002,0,0,0
MDMLP_EIA,Traffic,720,96,862,8,14532754,14532754,4592736,5298176,14538898,24407702400,732231.072,217472.62838399998,0,0,0
